         1          1         48
         1          1        247
         1          1        266
         1          1        307
         1          1        402
         1          1        423
         1          1        432
         1          1        610
         1          1        723
         1          1        778
         1          1        885
         1          1        961
         1          1        973
         2          2         48
         2          2         71
         2          2        111
         2          2        338
         2          2        402
         2          2        610
         2          2        647
         2          2        778
         2          2        885
         2          2        961
         2          2        973
         3          3        266
         3          3        402
         3          3        423
         3          3        432
         3          3        506
         3          3        570
         3          3        738
         3          3        778
         4          4         48
         4          4         71
         4          4        238
         4          4        338
         4          4        402
         4          4        570
         4          4        610
         4          4        647
         4          4        729
         4          4        778
         4          4        885
         4          4        961
         4          4        973
         5          5         48
         5          5        402
         5          5        610
         5          5        885
         5          5        961
         5          5        973
         6          6         48
         6          6        169
         6          6        402
         6          6        432
         6          6        570
         6          6        610
         6          6        885
         6          6        961
         6          6        973
         7          7         48
         7          7        238
         7          7        266
         7          7        402
         7          7        423
         7          7        432
         7          7        444
         7          7        570
         7          7        610
         7          7        729
         7          7        738
         7          7        778
         7          7        883
         7          7        885
         7          7        961
         7          7        973
         8          8         48
         8          8        169
         8          8        402
         8          8        432
         8          8        610
         8          8        885
         8          8        961
         8          8        973
         9          9         48
         9          9        402
         9          9        610
         9          9        885
         9          9        961
         9          9        973
        10         10         48
        10         10         71
        10         10        111
        10         10        222
        10         10        338
        10         10        402
        10         10        444
        10         10        570
        10         10        610
        10         10        647
        10         10        778
        10         10        885
        10         10        961
        10         10        973
        11         11          3
        11         11         48
        11         11        111
        11         11        197
        11         11        402
        11         11        506
        11         11        610
        11         11        634
        11         11        885
        11         11        913
        11         11        950
        11         11        961
        11         11        973
        11         11        998
        12         12        443
        12         12        470
        12         12        634
        12         12        950
        12         12        998
        13         13         71
        13         13        197
        13         13        338
        13         13        443
        13         13        634
        13         13        647
        13         13        778
        13         13        950
        14         14         48
        14         14        197
        14         14        402
        14         14        432
        14         14        506
        14         14        610
        14         14        634
        14         14        885
        14         14        961
        14         14        973
        14         14        998
        15         15         48
        15         15         71
        15         15        169
        15         15        197
        15         15        266
        15         15        338
        15         15        402
        15         15        423
        15         15        432
        15         15        610
        15         15        647
        15         15        729
        15         15        738
        15         15        778
        15         15        885
        15         15        961
        15         15        973
        15         15        998
        16         16         71
        16         16        197
        16         16        338
        16         16        628
        16         16        634
        16         16        647
        16         16        729
        16         16        778
        16         16        950
        16         16        998
        17         17         48
        17         17        238
        17         17        402
        17         17        570
        17         17        610
        17         17        729
        17         17        885
        17         17        961
        17         17        973
        18         18        169
        18         18        197
        18         18        238
        18         18        570
        18         18        634
        18         18        950
        18         18        998
        19         19         48
        19         19        402
        19         19        610
        19         19        885
        19         19        961
        19         19        973
        20         20        111
        20         20        222
        20         20        307
        20         20        444
        20         20        570
        20         20        723
        21         21         48
        21         21        197
        21         21        402
        21         21        610
        21         21        634
        21         21        950
        21         21        961
        21         21        973
        21         21        998
        22         22         48
        22         22        111
        22         22        197
        22         22        222
        22         22        402
        22         22        443
        22         22        444
        22         22        570
        22         22        610
        22         22        634
        22         22        885
        22         22        950
        22         22        961
        22         22        973
        22         22        998
        23         23         48
        23         23        111
        23         23        169
        23         23        222
        23         23        402
        23         23        432
        23         23        444
        23         23        570
        23         23        610
        23         23        628
        23         23        647
        23         23        729
        23         23        885
        23         23        961
        23         23        973
        24         24         71
        24         24        197
        24         24        238
        24         24        338
        24         24        432
        24         24        506
        24         24        570
        24         24        628
        24         24        634
        24         24        729
        24         24        778
        24         24        950
        24         24        998
        25         25         48
        25         25         71
        25         25        238
        25         25        338
        25         25        402
        25         25        506
        25         25        570
        25         25        610
        25         25        778
        25         25        885
        25         25        961
        25         25        973
        26         26          3
        26         26         71
        26         26        111
        26         26        338
        26         26        432
        26         26        628
        26         26        647
        26         26        729
        26         26        778
        26         26        913
        27         27          3
        27         27        111
        27         27        197
        27         27        443
        27         27        444
        27         27        634
        27         27        803
        27         27        826
        27         27        883
        27         27        913
        27         27        950
        27         27        998
        28         28         48
        28         28        402
        28         28        610
        28         28        885
        28         28        961
        28         28        973
        29         29          3
        29         29        111
        29         29        169
        29         29        222
        29         29        432
        29         29        444
        29         29        570
        29         29        647
        29         29        913
        30         30         48
        30         30        402
        30         30        610
        30         30        885
        30         30        961
        30         30        973
        31         31          3
        31         31        111
        31         31        266
        31         31        402
        31         31        423
        31         31        432
        31         31        738
        31         31        778
        31         31        913
        32         32          3
        32         32        111
        32         32        197
        32         32        443
        32         32        634
        32         32        913
        32         32        950
        32         32        998
        33         33          3
        33         33        111
        33         33        913
        34         34         48
        34         34        402
        34         34        610
        34         34        885
        34         34        961
        34         34        973
        35         35        111
        35         35        222
        35         35        444
        35         35        570
        36         36         48
        36         36        402
        36         36        506
        36         36        610
        36         36        885
        36         36        961
        36         36        973
        37         37        169
        37         37        197
        37         37        338
        37         37        432
        37         37        443
        37         37        634
        37         37        647
        37         37        778
        37         37        950
        37         37        998
        38         38        111
        38         38        197
        38         38        222
        38         38        443
        38         38        444
        38         38        570
        38         38        634
        38         38        950
        38         38        998
        39         39          3
        39         39        111
        39         39        169
        39         39        238
        39         39        570
        39         39        913
        40         40         48
        40         40        402
        40         40        610
        40         40        885
        40         40        961
        40         40        973
        41         41         71
        41         41        338
        41         41        432
        41         41        647
        41         41        778
        42         42        238
        42         42        570
        42         42        729
        43         43          3
        43         43        111
        43         43        480
        43         43        629
        43         43        634
        43         43        913
        43         43        950
        43         43        998
        44         44         71
        44         44        247
        44         44        307
        44         44        338
        44         44        647
        44         44        723
        44         44        778
        45         45         48
        45         45        111
        45         45        222
        45         45        266
        45         45        402
        45         45        423
        45         45        432
        45         45        444
        45         45        570
        45         45        610
        45         45        738
        45         45        778
        45         45        885
        45         45        961
        45         45        973
        46         46          3
        46         46        111
        46         46        506
        46         46        913
        47         47         48
        47         47        402
        47         47        432
        47         47        610
        47         47        885
        47         47        961
        47         47        973
        48         48         48
        48         48        266
        48         48        402
        48         48        423
        48         48        432
        48         48        610
        48         48        738
        48         48        778
        48         48        885
        48         48        961
        48         48        973
        49         49         48
        49         49         71
        49         49        338
        49         49        402
        49         49        610
        49         49        647
        49         49        778
        49         49        885
        49         49        961
        49         49        973
        50         50        111
        50         50        222
        50         50        238
        50         50        247
        50         50        444
        50         50        506
        50         50        570
        50         50        578
        50         50        628
        50         50        723
        50         50        729
        51         51         48
        51         51        111
        51         51        402
        51         51        451
        51         51        487
        51         51        488
        51         51        523
        51         51        610
        51         51        885
        51         51        961
        51         51        973
        52         52         48
        52         52        111
        52         52        222
        52         52        402
        52         52        432
        52         52        506
        52         52        570
        52         52        610
        52         52        885
        52         52        961
        52         52        973
        53         53         48
        53         53        197
        53         53        402
        53         53        443
        53         53        610
        53         53        634
        53         53        885
        53         53        950
        53         53        961
        53         53        973
        53         53        998
        54         54         48
        54         54        402
        54         54        610
        54         54        803
        54         54        826
        54         54        883
        54         54        885
        54         54        961
        54         54        973
        55         55          3
        55         55         48
        55         55        111
        55         55        402
        55         55        610
        55         55        885
        55         55        913
        55         55        961
        55         55        973
        56         56         48
        56         56        238
        56         56        266
        56         56        402
        56         56        423
        56         56        432
        56         56        570
        56         56        610
        56         56        729
        56         56        738
        56         56        778
        56         56        885
        56         56        961
        56         56        973
        57         57         48
        57         57        197
        57         57        402
        57         57        432
        57         57        443
        57         57        506
        57         57        610
        57         57        634
        57         57        885
        57         57        950
        57         57        961
        57         57        973
        57         57        998
        58         58         71
        58         58        238
        58         58        266
        58         58        338
        58         58        423
        58         58        432
        58         58        647
        58         58        738
        58         58        778
        59         59         48
        59         59        111
        59         59        402
        59         59        610
        59         59        885
        59         59        913
        59         59        973
        60         60         48
        60         60         71
        60         60        338
        60         60        402
        60         60        610
        60         60        647
        60         60        778
        60         60        885
        60         60        961
        60         60        973
        61         61         48
        61         61        111
        61         61        222
        61         61        402
        61         61        444
        61         61        570
        61         61        610
        61         61        885
        61         61        961
        61         61        973
        62         62         48
        62         62        197
        62         62        247
        62         62        402
        62         62        506
        62         62        578
        62         62        610
        62         62        634
        62         62        885
        62         62        950
        62         62        961
        62         62        973
        62         62        998
        63         63        197
        63         63        443
        63         63        506
        63         63        634
        63         63        950
        63         63        998
        64         64         71
        64         64        338
        64         64        402
        64         64        432
        64         64        610
        64         64        647
        64         64        778
        64         64        885
        64         64        961
        64         64        973
        65         65         71
        65         65        197
        65         65        338
        65         65        480
        65         65        629
        65         65        634
        65         65        647
        65         65        778
        65         65        950
        65         65        998
        66         66         48
        66         66        402
